ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Downloads;Price
517182467;John Saul: Three Terrifying Bestselling Novels;John Saul;1996;Random House Value Pub;2;110
055357485X;Children's Past Lives: How Past Life Memories Affect Your Child;Carol Bowman;1998;Bantam Books;3;59,9
875421245;"The Magical Household: Spells &amp; Rituals for the Home (Llewellyn's Practical Magick Series)";Scott Cunningham;1987;Llewellyn Publications;0;99
671670875;Tarot Made Easy;Nancy Garen;1989;Fireside;18;150
875420508;Buckland's Complete Book of Witchcraft (Llewellyn's Practical Magick);Raymond Buckland;1986;Llewellyn Publications;5;219
801043859;When the One You Love Wants to Leave;Donald R. Harvey;1993;Baker Books;11;119
785270442;Winning Your Husband Back Before It's Too Late: Whether He's Left Physically or Emotionally, All That Matters Is...;Gary Smalley;1999;Nelson Books;13;119
451178599;Needful Things;Stephen King;1993;New Amer Library;9;119
1555472419;Just Before Daybreak;Audrey Couloumbis;1988;Critics Choice Paperbacks/Lorevan Publishing;10;119
671421611;CHILDGRAVE;Ken Greenhall;1982;Pocket;0;0
380780216;Cry for Justice;Walter Sorrells;1996;Harper Mass Market Paperbacks (Mm);0;0
1590030044;White Magic Book;John Le Breton;2001;Red Wheel;1;0
451128370;Christine;Stephen King;1983;Penguin Putnam~mass;0;0
451170385;Four Past Midnight;Stephen King;2001;Signet Book;0;0
3036911154;Der Welt den R√?¬ºcken. 2 CDs.;Elke Heidenreich;2001;"Kein &amp; Aber";0;0
451206339;Forgive the Moon;Maryanne Stahl;2002;New American Library;0;0
156006847;The Fencing Master: A Novel;Arturo P√©rez-Reverte;2000;Harvest Books;25;119
395926882;The Best American Short Stories 2001;Katrina Kenison;2001;Mariner Books;0;0
446527297;The Millionaires;Brad Meltzer;2002;Warner Books;0;0
786867906;Strip City: A Stripper's Farewell Journey Across America;Lily Burana;2001;Miramax;0;0
425151875;Tom Clancy's Op-Center: Games of State (Tom Clancy's Op Center (Paperback));Tom Clancy;1996;Berkley Publishing Group;1;99
553570854;Till Death Do Us Part;Lurlene McDaniel;1997;Starfire;4;194
055357115X;Until Angels Close My Eyes;Lurlene McDaniel;1998;Starfire;2;194
440802059;One Eyed Cat;Paula Fox;0;Bantam Doubleday Dell;13;119
373218958;Less Of A Stranger (Silhouette Single Title);Nora Roberts;2003;Silhouette;1;0
3442356180;Shogun.;James Clavell;2002;Goldmann;2;89,9
671684256;Cold Harbour;Jack Higgins;1990;"Simon &amp; Schuster";0;101
425182843;Edge of Danger;Jack Higgins;2002;Berkley Publishing Group;16;199
486406539;Siddhartha (Dover Thrift Editions);Hermann Hesse;1999;Dover Publications;25;299
590440144;Swiss Family Robinson (Apple Classic);Johann Wyss;1995;Scholastic;7;379
812550749;Firebird;Mercedes Lackey;1997;Tor Books;12;199
671720996;The Lark and the Wren (Bardic Voices, Book 1);Mercedes Lackey;1991;Baen;10;199
553148524;Zen and the art of motorcycle maintenance;Robert M. Pirsig;1980;Bantam;25;199
802111610;First Light;Peter Ackroyd;1989;Pub Group West;2;129
670031720;Drop City;T. Coraghessan Boyle;2003;Viking Books;5;9,99
385128533;Goodbye California;Alistair MacLean;1978;Bantam Dell Pub Group;13;199
679405127;"Angels &amp; Insects: Two Novellas";A. S. Byatt;1993;Random House Inc;1;89,9
679742115;Vox: A Novel;Nicholson Baker;1995;Vintage Books USA;11;149
316954993;War and Remembrance;Herman Wouk;2002;Back Bay Books;7;149
345463153;The Fourth Hand;JOHN IRVING;2003;Fawcett;2;159
188522317X;Bumper Sticker Wisdom: America's Pulpit Above the Tailpipe;Carol Gardner;1995;Beyond Words Publishing;1;0
312991460;To the Nines (A Stephanie Plum Novel);Janet Evanovich;2004;St. Martin's Paperbacks;1;129
142001325;Our Lady of the Lost and Found: A Novel;Diane Schoemperlen;2002;Penguin Books;1;99
1565123670;A Parchment of Leaves: A Novel;Silas House;2002;Algonquin Books of Chapel Hill;2;129
385501412;Three Weeks in Paris;BARBARA TAYLOR BRADFORD;2002;Doubleday;2;149,9
553277901;Woman of Substance;Barbara Taylor Bradford;1987;Bantam Books;1;0
006016848X;Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships;John Gray;1992;HarperCollins Publishers;2;28
684862921;Ringing For You : A Love Story with Interruptions;Anouchka Grose Forrester;1999;Scribner;6;119
60956690;So Big (Perennial Classics);Edna Ferber;2000;Perennial;2;176
156007185;The Worst Day of My Life, So Far;M. A. Harper;2002;Harvest Books;3;149
451182960;Too Many Crooks Spoil the Broth: A Pennsylvania-Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback));Tamar Myers;1995;Signet Book;2;126
449002985;Your Oasis on Flame Lake (Ballantine Reader's Circle);LORNA LANDVIK;1998;Ballantine Books;3;129
037348254X;To Mother With Love 1993;Diana Palmer;1993;Silhouette;19;99,9
865473900;Rosie;Anne Lamott;1989;North Point Press;1;0
395859972;The Blue Flower;Penelope Fitzgerald;1997;Mariner Books;1;99,9
671727583;Smart Women;Judy Blume;1990;Pocket Books;0;0
28604695;Frommer's Walking Tours: Paris (2nd Edition);Lisa Legarde;1995;"John Wiley &amp; Sons Inc";0;379
60176156;Up Island;Anne Rivers Siddons;1997;HarperCollins Publishers;1;349
440159008;Motherhood the Second Oldest Profession;Erma Bombeck;0;Bantam Doubleday Dell;0;59,9
893754005;Heidi;Johanna Spyri;1993;Troll Communications;19;229
671600400;PORTRAT OF ARTIST;Laura Lisle;1985;Pocket;25;119
440212561;Outlander;DIANA GABALDON;1992;Dell;10;169
517799952;Simple Spells for Love: Ancient Practices for Emotional Fulfillment;Barrie Dolnick;1995;Harmony Books;3;164
140267670;Life Among the Savages;Shirley Jackson;1997;Penguin Books;1;199
394544749;The Sophisticated traveler: Great tours and detours;A. M. Rosenthal;1985;Villard Books;2;54,99
785282149;Driving Lessons;William Kritlow;1994;Thomas Nelson Inc;7;129,9
505523183;The Night Before Christmas;Victoria Alexander;1998;Love Spell;1;199
821769278;Plain Jane;Fern Michaels;2002;Zebra Books;3;170
373223102;Veil Of Fear (Harlequin Intrigue, No 310);Judi Lind;1995;Harlequin;2;109
380815257;A Belated Bride;Karen Hawkins;2001;Avon;5;149
486264645;Heart of Darkness (Dover Thrift Editions);Joseph Conrad;1990;Dover Publications;1;129
451402065;Earth Song;Catherine Coulter;1990;Onyx Books;13;14,99
515133302;Hemlock Bay;Catherine Coulter;2002;Jove Books;4;79,99
451406907;Surrender (Florida Civil War (Paperback));Heather Graham;1998;Topaz;1;149
1551668432;Texas Ranger;Diana Palmer;2001;Mira;9;99
451198948;Warrior's Song (Coulter, Catherine. Medieval Song Quartet, 4.);Catherine Coulter;2004;Signet Book;0;59,9
821767852;Yesterday;Fern Michaels;2001;Zebra Books;2;139
1552450244;Piccolo Mondo;Angela May Bowering;1998;Coach House;2;119
771014910;Deadly Appearances (Joanne Kilbourn Mysteries (Paperback));GAIL BOWEN;2000;"McClelland &amp; Stewart";2;269
771014899;Verdict in Blood (Joanne Kilbourn Mysteries (Paperback));GAIL BOWEN;1999;"McClelland &amp; Stewart";25;79,99
446363650;Dreamers Dicti: Mghty Dcks;Jess Stearn;0;Warner Books;4;139
684186373;Harnessing Peacocks;Mary Wesley;1986;"Simon &amp; Schuster";1;199
6480764;Lost Girls;Andrew Pyper;0;Harperperennial;5;89,9
62514377;Meditations for Women Who Do Too Much;Anne Wilson Schaef;1996;HarperSanFrancisco;1;149
8432215333;El Perfume: Historia De UN Asesino;Patrick Suskind;1998;Editorial Seix Barral;2;90
8427027516;Loca De Amor;C. Hermary-Vieille;2003;Editorial Planeta;2;99,9
970116500;Expect a Miracle: You Won't Be Disappointed;Tel Franklin;2002;Ten Speed Press;2;119
684804018;DIVIDED LIVES;Elsa Walsh;1995;"Simon &amp; Schuster";3;59,9
1592861512;Journey;Robert Amoroso;2003;Publishamerica;3;149
345421884;Dragonshadow;Barbara Hambly;2000;Del Rey Books;6;176
684801051;TIME AND AGAIN;Jack Finney;1995;Touchstone;23;199
039914840X;Three Fates;Nora Roberts;2002;Putnam Publishing Group;3;129
679426094;Entries: Poems;Wendell Berry;1994;Random House Inc;1;39,9
345410130;Dear James;Jon Hassler;1995;Ballantine Books;20;199
787947350;Let Your Life Speak: Listening for the Voice of Vocation;Parker J.  Palmer;1999;Jossey-Bass;2;189
818403802;Getting straight A's;Gordon W Green;1985;L. Stuart;12;164
684801523;The Great Gatsby;F. Scott Fitzgerald;1995;Scribner;10;149
836213106;Night Of The Living Dad (Baby Blues Scrapbook , No 6);Rick Kirkman;1996;Andrews McMeel Publishing;1;33,99
671733346;CINDERELLA COMPLEX;Colette Dowling;1990;Pocket;25;119
836217810;We Are Experiencing Parental Difficulties...Please Stand By : Baby Blues Scrapbook No.5 (Baby Blues Scrapbook, No 5);Rick Kirkman;1995;Andrews McMeel Publishing;1;129
736605673;Animal Farm;George Orwell;1981;Books on Tape;1;149
446532452;The Wedding;Nicholas Sparks;2003;Warner Books;4;129
1570629706;Siddhartha;Hermann Hesse;2002;Shambhala;3;0
393322440;The Blunderer;Patricia Highsmith;2001;"W.W. Norton &amp; Company";4;89,9
140449124;Madame Bovary;Gustave Flaubert;2003;Penguin Books;3;149
99274167;Misconceptions;Naomi Wolf;2002;Vintage;1;119
749391723;Lives of the Saints;Nino Ricci;1991;Minerva;15;149
836217446;I Thought Labor Ended When The Baby Was Born (Baby Blues Scrapbook, No 4);Rick Kirkman;1994;Andrews McMeel Publishing;5;249
836217152;Guess Who Didn't Take A Nap? (Baby Blues Collection);Rick Kirkman;1993;Andrews McMeel Publishing;7;164
375421114;Video: Stories;MEERA NAIR;2002;Pantheon;2;59,9
446520659;The Lion's Game;Nelson DeMille;2000;Warner Books;2;89,9
553071807;This Day All Gods Die: The Gap into Ruin (Gap Series/Stephen R. Donaldson);Stephen R. Donaldson;1996;Bantam;1;149
60167033;The Sweet Hereafter: A Novel;Russell Banks;1991;Harpercollins;5;139
61091561;L.A. Times;Stuart Woods;1994;HarperTorch;5;189
310214351;Shepherd Looks at Psalm 23, A;Weldon Phillip Keller;1997;Zondervan Publishing Company;2;109,9
60191872;The Run: A Novel;Stuart Woods;2000;HarperCollins Publishers;2;99,9
61030996;Hit List;Lawrence Block;2002;HarperTorch;1;59,9
140430148;The Moonstone (Penguin Classics);Wilkie Collins;1966;Penguin Books;2;149
067318160X;Short English handbook;David E Fear;1986;Scott, Foresman;1;69,9
155591229X;Potomac Trails: D.C., Virginia, Maryland, and West Virginia;Allan Sutton;1997;Fulcrum Publishing;2;49
20198817;The GREAT GATSBY (A Scribner Classic);F. Scott Fitzgerald;1992;Scribner Paper Fiction;1;249
140001409;Cold Comfort Farm;Stella Gibbons;1977;Penguin USA;3;280
385323964;Maximum Bob;Elmore Leonard;1998;Dell Publishing Company;2;59,9
1881066703;New York City Restaurants 3 Ed;Andre Gayot;2001;Gayot;3;249
1853265535;Washington Square (Classics Library (NTC));Henry James;1998;NTC/Contemporary Publishing Company;0;89,9
345448359;Darwin's Children;GREG BEAR;2003;Del Rey;1;0
446527084;Fallen Dragon;Peter F. Hamilton;2002;Aspect;1;109,9
743444965;Blood Music;Greg Bear;2002;I Books;1;109,9
752816500;Axiomatic;Greg Egan;1995;Acacia Press, Inc.;1;115
61059048;Vacuum Diagrams;Stephen Baxter;2001;Eos;1;164
671656473;MAROONED REALTIME;Vernor Vinge;1987;Baen;3;89,9
812520475;Eon : A Novel (Eon);Greg Bear;1991;Tor Science Fiction;1;99,9
743421922;Look to Windward;Iain M. Banks;2002;Star Trek;25;199
425173534;Ssn;Tom Clancy;2000;Berkley Publishing Group;2;169
042510107X;Red Storm Rising;Tom Clancy;1997;Berkley Publishing Group;0;149
425108937;Flight of the Old Dog;Dale Brown;1993;Berkley Publishing Group;3;140
451457781;Treachery and Treason;Laura Anne Gilman;2000;Roc;3;5
1576734013;Mixed Signals (Alabaster Books);Liz Curtis Higgs;1999;Multnomah;1;49,9
451203267;The Stranger Beside Me;Ann Rule;2001;Signet Book;1;54,99
312140908;The Invisible Circus : A Novel;Jennifer Egan;1996;Picador;1;449
394571770;Butterfly;Kathryn Harvey;1991;Book Sales;2;164
043936213X;Harry Potter and the Sorcerer's Stone (Book 1);J. K. Rowling;2001;Scholastic;12;169
345432401;Omerta;Mario Puzo;2001;Ballantine Books;4;69,9
380779323;When Dinosaurs Ruled the Basement (An Avon Camelot Book);William L. Deandrea;1995;Harpercollins Juvenile Books;1;50
043930931X;The Case of the Buried Treasure (Jigsaw Jones Super Special, 1);James Preller;2002;Scholastic;1;59,9
64401502;Mrs. Piggle-Wiggle's Farm;Betty MacDonald;1985;HarperTrophy;1;109
671876570;The Ship Who Won;Anne McCaffrey;1995;Baen;10;59,9
373120095;In Bed With The Boss (Harlequin Presents, 2009);Susan Napier;1999;Harlequin;13;169,9
671798782;DIANA: HER TRUE STORY : DIANA: HER TRUE STORY;Andrew Morton;1992;Pocket;8;109,9
679822631;Goodbye, Vietnam;Gloria Whelan;1992;Alfred A. Knopf;0;129,99
886191718;Daughters of Captain Cook (International fiction list);Linda Spalding;1989;Carol Pub Group;6;99,9
373764723;Expecting...And In Danger  (Dynasties:The Connellys);Eileen Wilks;2002;Silhouette;9;199
373764685;The Royal Treatment  (Crown And Glory);Maureen Child;2002;Silhouette;1;59,9
373764677;The Seal's Surprise Baby;Amy J. Fetzer;2002;Silhouette;0;152
038071471X;Beyond the Stars;David William Ross;1991;Harper Mass Market Paperbacks;25;199
373764766;Do You Take This Enemy  (Stallion Pass);Sara Orwig;2002;Silhouette;25;199
373764650;Taming The Outlaw  (Man Of The Month) (Silhouette Desire, No. 1465);Cindy Gerard;2002;Silhouette;2;59,9
61061433;Year's Best SF 7;David G. Hartwell;2002;Eos;3;199
312020317;All Things Wise and Wonderful;James Herriot;1977;St. Martin's Press;8;349
671823884;Good As Gold;Joseph Heller;1979;Pocket Books;2;176
60973617;Up the Down Staircase;Bel Kaufman;1991;Perennial;6;54,99
141301236;A Place in the Sun;Jill Rubalcaba;1998;Puffin Books;2;119
771014236;The Death of Tecumseh (Adventures in Canadian History : the Battles of the War of 1812);Pierre Berton;1995;"McClelland &amp; Stewart";1;299
1576104176;Access 2000 Client/Server Solutions: The In-depth Guide to Developing Access Client/Server Systems;Lars Klander;1999;Coriolis Group Books;1;199,9
525458638;The Shakespeare Stealer;Gary L. Blackwood;1998;Dutton Books;1;129
782124526;Mastering ColdFusion 4;Arman Danesh;1999;Sybex Inc;2;99,9
671726528;Kon-Tiki: Across the Pacific by Raft;Thor Heyerdahl;1990;Pocket;5;19,99
553208659;Fair Blows the Wind;Louis L'Amour;1982;Bantam Books;1;99
553247662;Westward the Tide;LOUIS L'AMOUR;1984;Bantam;8;99,9
307220060;The Ghost of Eagle Mountain (Girl Talk);L. E. Blair;1990;Golden Books;7;99,9
037570342X;Family Matters;ROHINTON MISTRY;2003;Vintage;2;129
452283027;Farm Fatale: A Comedy of Country Manors;Wendy Holden;2002;Plume Books;2;59,9
1400045029;Cooking for Harry : A Low-Carbohydrate Novel;KAY-MARIE JAMES;2004;Crown Publishing Group;2;340
1400052157;Idyll Banter : Weekly Excursions to a Very Small Town;CHRIS BOHJALIAN;2003;Harmony;1;0
374174075;I Sailed with Magellan;Stuart Dybek;2003;Farrar, Straus and Giroux;1;29,9
688102255;Rumor Has It;Charles Dickinson;1991;Harpercollins;20;149
704340070;Three Ply Yarn;Caeia March;1992;Women's Press, Ltd. (UK);1;129
440132118;As On A Darkling Plain;Bova Ben;1978;Dell Publishing Co., Inc.;2;199
60916125;The True Believer: Thoughts on the Nature of Mass Movements;Eric Hoffer;1989;Perennial (HarperCollins);1;9,99
140274383;About Yvonne;Donna Masini;1998;Penguin Books;5;129
883910349;Og Mandino's Great Trilogy: The Greatest Salesman in the World/the Greatest Secret in the World/the Greatest Miracle in the World;Og Mandino;2001;Frederick Fell Publishers;4;99,9
380001012;Foundation Trilogy;Isaac Asimov;1981;Harpercollins;1;199
1857033701;"Getting into Films &amp; Television: How to Find the Best Way in (Jobs &amp; Careers)";Robert Angell;1997;Trans-Atlantic Publications;9;149
330303287;Gsilent People;Walter Macken;1965;Pan Books Ltd;3;59,9
330303279;Seek the Fair Land;Walter Macken;1962;Britain Books;1;49,9
786884274;Don't Call That Man;Rhonda Findling;1999;Hyperion;5;139
749308583;The Positive Way to Change Your Life;Norman Vincent Peale;1994;Vintage/Ebury (A Division of Random House Group);19;199
749429003;Know Yourself: Achieve Your Goals Through Better Self-Knowledge;Ellen Balke;1999;Kogan Page;1;59,9
3518392387;Wilde Schafsjagd.;Haruki Murakami;1997;Suhrkamp;1;59,9
425187055;Tom Clancy's Power Plays: Cutting Edge (Power Plays, 6);Tom Clancy;2002;Berkley Publishing Group;2;69,9
970897251;One Foot in Eden: A Novel;Ron Rash;2002;Novello Festival Press;1;59,9
316089737;Captain Saturday: A Novel;Robert Inman;2003;Back Bay Books;1;139
1589199669;A Place Called Wiregrass;Michael Morris;2002;RiverOak Publishing;1;54,99
385494327;Black Dogs;Ian McEwan;1999;Anchor Books/Doubleday;1;59,9
1566492017;Appointment with Il Duce;Hozy Rossi;2001;Welcome Rain;1;59,9
802117155;Wish You Were Here;Stewart O'Nan;2002;Grove Press;1;59,9
60159081;Oscar and Lucinda;Peter Carey;1988;HarperCollins Publishers;1;54,99
8401491827;Jard√≠n sombr√≠o;V. C. Andrews;1999;Lectorum Pubns (Adult);3;99,9
080326089X;The Wild Bunch at Robbers Roost;Pearl Baker;1989;University of Nebraska Press;6;99,9
446607258;Mythology : Timeless Tales of Gods and Heroes;Edith Hamilton;1999;Warner Books;2;99,9
374138591;The Devil's Larder;Jim Crace;2001;Farrar, Straus and Giroux;25;150
375726225;Burning Marguerite;Elizabeth Inness-Brown;2003;Vintage Books USA;6;249
316184152;Final Harvest : Poems;Emily Dickinson;1964;Back Bay Books;2;33,99
1555661874;The Nearby Faraway: A Personal Journey Through the Heart of the West;David Petersen;1997;Johnson Books;11;199
312313195;Sons of Fortune (Ay Adult - Archer);Jeffrey Archer;2003;St. Martin's Press;4;199
068817776X;The Nazi Officer's Wife : How One Jewish Woman Survived the Holocaust;Edith H. Beer;2000;Perennial;3;119
375760903;The Coffee Trader : A Novel (Ballantine Reader's Circle);DAVID LISS;2004;Ballantine Books;2;170
385721838;The True Sources of the Nile;Sarah Stone;2003;Anchor Books/Doubleday;4;164
743234359;American Jihad: The Terrorists Living Among Us;Steven Emerson;2003;Free Press;2;109
142001104;The Art of Possibility: Transforming Professional and Personal Life;Rosamund Stone Zander;2002;Penguin Books;1;199
739306510;The Last Juror;JOHN GRISHAM;2004;Random House Audio;1;119
142003816;The Kitchen Boy;Robert Alexander;2004;Penguin Books;1;139
1585422932;The Hemingway Book Club of Kosovo;Paula Huntley;2004;Jeremy P. Tarcher;1;59,9
080701222X;"The Blooming of a Lotus: Guided Meditation Exercises for Healing &amp; Transformation";Thich Nhat Hanh;1993;Beacon Press;5;139
805071849;Borrowed Finery: A Memoir;Paula Fox;2002;Owl Books (NY);3;29,95
1585673625;To the Edge of the Sky: A Story of Love, Betrayal, Suffering, and the Strength of Human Courage;Anhua Gao;2003;Overlook Press;2;199
081296747X;The Majesty of the Law : Reflections of a Supreme Court Justice;SANDRA DAY O'CONNOR;2004;Random House Trade Paperbacks;0;0
739307002;Death by Hollywood;STEVEN BOCHCO;2003;Random House Audio;4;59,9
967002303;Chinese Playground : A Memoir;Bill Lee;1999;Rhapsody Press;3;149,9
881001163;Murder in Palm Springs;Mike Romano;2000;National Writers Press;3;59,9
375726373;Casa Rossa;FRANCESCA MARCIANO;2003;Vintage;17;149
684826879;BEGINNING ANEW;Gail Twersky Reimer;1997;Touchstone;2;149,9
1573229377;Anger: Wisdom for Cooling the Flames;Nhat Hanh;2002;Penguin USA (Paper);1;176
1400030803;The Good Women of China : Hidden Voices;XINRAN XUE;2003;Anchor;1;164
452282020;Land of a Thousand Hills: My Life in Rwanda;Rosamond Halsey Carr;2000;Plume Books;0;49,9
684872838;The Fisher King : A Novel;Paule Marshall;2000;Scribner;6;139
375726349;The Human Stain : A Novel;PHILIP ROTH;2001;Vintage;1;49,9
375403701;The Country Under My Skin: A Memoir of Love and War;Gioconda Belli;2002;Alfred A. Knopf;2;49,9
1932360069;The Long Haul: A Novel;Amanda Stern;2003;Soft Skull Press;5;89,9
6280803;Kundun;Mary Craig;1998;Fount;3;79,9
1573223786;Drinking Coffee Elsewhere;Zz Packer;2004;Riverhead Books;1;199
140235396;Memoirs of a Beatnik;Diane Di Prima;1998;Penguin Books;1;199
385336934;Man Out of Time;MICHAEL HOGAN;2003;Delta;3;59,9
399151648;Kate Remembered;A. Scott Berg;2003;Putnam Publishing Group;1;99,9
941781135;Katharine the Great: Katharine Graham and Her Washington Post Empire;Deborah Davis;1991;Sheridan Square Press;5;149
805063021;Canone Inverso;Paolo Maurensig;1999;Owl Books (NY);2;89,9
1583224939;Terrorism and War (Open Media Pamphlet Series);Howard Zinn;2002;Seven Stories Press;25;249
394757777;Berlin Diaries, 1940-1945;Marie Vassiltchikov;1988;Vintage Books USA;23;299
1581820135;Return to the Scene of the Crime: A Guide to Infamous Places in Chicago;Richard Lindberg;1999;Cumberland House Publishing;25;299
393959015;The House of Mirth: Authoritative Text Backgrounds and Contexts Criticism (A Norton Critical Edition);Edith Wharton;1990;"W. W. Norton &amp; Company";25;299
445046368;Life Before Man;Margaret Atwood;0;Warner Books> C/o Little Br;11;149
373197187;Cattleman's Pride (Silhouette Romance);Diana Palmer;2004;Silhouette;5;149
689868278;When Lightning Strikes (1-800-Where-R-You);Meg Cabot;2004;Simon Pulse;5;149
451202627;All of Me: A Voluptuous Tale;Venise T. Berry;2001;New American Library;1;0
1552095738;Trauma Junkie: Memoirs of an Emergency Flight Nurse;Janice Hudson;2001;Firefly Books Ltd;3;247
373250274;See Jane Date;Melissa Senate;2003;Red Dress Ink;2;399
345469674;Girls' Poker Night;JILL DAVIS;2004;Ballantine Books;2;99,9
671023535;Prison Blues;Anna Salter;2002;Pocket;3;199,9
312966806;Tell Me Lies (Tell Me Lies);Jennifer Crusie;1999;St. Martin's Press;1;256
446692298;Fat Girls and Lawn Chairs;Cheryl Peck;2004;Warner Books;4;139,9
1573227161;Caucasia;Danzy Senna;1999;Riverhead Books;8;99,9
505525496;Got a Hold on You;Pat White;2003;Love Spell;3;24,95
842382852;Tyrone's Story (Degrees of Guilt, 3);Sigmund Brouwer;2003;Thirsty Books;1;79,99
842382836;Degrees of Guilt: Miranda's Story (Degrees of Guilt, 2);Melody Carlson;2003;Thirsty Books;6;69,9
842382844;Degrees of Guilt: Kyra's Story (Degrees of Guilt, 1);Dandi Daley MacKall;2003;Thirsty Books;21;149
1591840414;Free Prize Inside: The Next Big Marketing Idea;Seth Godin;2004;Portfolio;2;59,9
7106572;Guilty Creatures;Sue Welfare;2001;HarperCollins;25;164,9
1556615728;The Moon by Night (Morris, Lynn);Lynn Morris;2004;Bethany House Publishers;15;299
974757004;Ladies Choice;Natasha Usher;2004;2nd Avenue Publishing, Inc.;0;229
60528125;"Mary-Kate &amp; Ashley Sweet 16 #6: My Best Friend's Boyfriend : (My Best Friend's Boyfriend) (Mary-Kate and Ashley Sweet 16, 6)";"Mary-Kate &amp; Ashley Olsen";2002;HarperEntertainment;25;176
451188543;No Use Dying over Spilled Milk: A Pennsylvania Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback));Tamar Myers;1997;Signet Book;3;69,9
1551667436;Strange Bedpersons;Jennifer Crusie;2003;Mira;21;149
312983484;Lead Me On;Julie Ortolon;2003;St. Martin's Paperbacks;25;164
375724990;Stuffed: Adventures of a Restaurant Family;Patricia Volk;2002;Vintage Books USA;2;299
60089296;Kiss Lonely Goodbye;Lynn Emery;2003;HarperTorch;0;71
312984227;Room Service;Beverly Brandt;2003;St. Martin's Paperbacks;2;89,9
1592680291;Harlem Sunset;Kris Kumar;2003;Rockhouse Press;5;139
1594140812;Becoming Maren;Africa Fine;2003;Five Star (ME);8;119
446613053;The Crush;Sandra Brown;2003;Warner Books;2;59,9
380819651;Tiles and Tribulations (Den of Antiquity Mysteries);Tamar Myers;2003;Avon;4;199
451207475;The Chocolate Bear Burglary: A Chocoholic Mystery (Chocoholic Mysteries);Joanna Carl;2002;Signet Book;10;249,9
671735934;Honey Moon;Susan Elizabeth Phillips;1993;Pocket;24;149,9
075820230X;Chocolate Chip Cookie Murder (Hannah Swensen Mysteries (Paperback));Joanne Fluke;2001;Kensington Publishing Corporation;3;199
055357258X;The Last Suppers;DIANE MOTT DAVIDSON;1995;Crimeline;3;229
425181839;A Tax Deductible Death;Malinda Terreri;2001;Prime Crime;1;69,9
60525010;Motherhood Is Murder;Carolyn Hart;2003;Avon;1;99,9
451207653;Living Large;Rochelle Alers;2003;Signet Book;1;0
451192311;Eat Drink and Be Wary: A Pennsylvania Dutch Mystery With Recipes (PennDutch Mysteries);Tamar Myers;1998;Signet Book;15;99,9
440228921;GIVER, THE (Yearling Books (Paperback));LOIS LOWRY;1999;Yearling;0;99,9
1575662450;Murder on the Glitter Box;Steve Allen;1998;Kensington Publishing Corporation;25;299
60176563;Rebel: The Life and Legend of James Dean;Donald Spoto;1996;Harpercollins;1;119
1573222232;The Fruit of Stone;Mark Spragg;2002;Riverhead Books;1;59,9
688177859;Ahab's Wife: Or, The Star-Gazer: A Novel;Sena Jeter Naslund;2000;Perennial;1;45
684868865;Boone'S Lick;Larry McMurtry;2000;"Simon &amp; Schuster";1;299
446607274;Angels Flight (Detective Harry Bosch Mysteries);Michael Connelly;2000;Warner Books;7;176
486266842;Turn of the Screw (Dover Thrift Editions);Henry James;1991;Dover Publications;1;0
679731806;The Professor's House (Vintage Classic);Willa Cather;1990;Vintage Books USA;1;99,9
897331575;Women Sleuths (Academy Mysteries Novellas);Martin H. Greenberg;1985;Academy Chicago Publishers;1;119,9
8440685270;Misterio de Merlin;Marten Coombe;1998;Grupo Zeta;1;119
8475078427;Tristes armas (F√≥ra de xogo);Marina Mayoral;1994;Xerais;22;59,9
553211439;A Connecticut Yankee in King Arthur's Court (Bantam Classic);Mark Twain;1994;Bantam Books;3;0
8420646113;El Fantasma De Canterville;Oscar Wilde;1996;Alianza;5;249
8420646717;El Diablo De LA Botella/the Bottled Imp;Robert Louis Stevenson;1996;Alianza;2;79,99
8440672322;La Venganza de la Bruja;Christopher Pike;1997;Ediciones B;2;199
8440668724;Los Extraterrestres - 4;Christopher Pike;1997;Ediciones B;2;349
8440668716;Cueva Embrujada - 3, La;Christopher Pike;1997;Ediciones B;12;109
8440668708;El Aullido del Fantasma - 2;Christopher Pike;1997;Ediciones B;14;199
8440666608;El Mono Blanco - 9;R. L. Stine;1997;Ediciones B;16;199
553296345;Zen in the Art of Writing;Ray Bradbury;1992;Bantam Books;1;199
441289886;The Glass Teat: Essays of Opinion on the Subject of Television;Harlan Ellison;1983;Ace Books;3;164
553573136;Couplehood;PAUL REISER;1995;Bantam;4;239
771099843;Sunshine Sketches of a Little Town (New Canadian Library);STEPHEN LEACOCK;1989;New Canadian Library;4;199
140440038;The Theban Plays (Penguin Classics);Sophocles;1970;Penguin Books;2;89,9
872201562;A Rulebook for Arguments;Anthony Weston;1992;Hackett Publishing Company;1;276
1577940040;Life in the Word: Teachings, quotes, personal insights, and humor from one of today's leading ministers;Joyce Meyer;1997;Harrison House;1;120
1555171559;10 critical keys for highly effective Mormon families;William G Dyer;1994;Cedar Fort, Inc;5;119
1558505857;365 TV-Free Activities You Can Do with Your Child;Steve Bennett;1996;Adams Media Corporation;1;54,99
385302312;Dragonfly in Amber;DIANA GABALDON;1992;Delacorte Press;3;199
